local_datetime,segment_id,direction,turn_type,volume
6/30/2025,Washington and Avenue 50,sb,Right,3320
6/30/2025,Washington and Avenue 50,sb,Through,11537
6/30/2025,Washington and Avenue 50,sb,Left,1690
6/15/2025,Washington and Avenue 50,wb,Right,0
6/15/2025,Washington and Avenue 50,wb,Through,0
6/15/2025,Washington and Avenue 50,wb,Left,0
6/16/2025,Washington and Avenue 50,wb,Right,766
6/16/2025,Washington and Avenue 50,wb,Through,270
6/16/2025,Washington and Avenue 50,wb,Left,389
6/17/2025,Washington and Avenue 50,wb,Right,795
6/17/2025,Washington and Avenue 50,wb,Through,307
6/17/2025,Washington and Avenue 50,wb,Left,375
6/18/2025,Washington and Avenue 50,wb,Right,859
6/18/2025,Washington and Avenue 50,wb,Through,271
6/18/2025,Washington and Avenue 50,wb,Left,427
6/19/2025,Washington and Avenue 50,wb,Right,688
6/19/2025,Washington and Avenue 50,wb,Through,280
6/19/2025,Washington and Avenue 50,wb,Left,351
6/20/2025,Washington and Avenue 50,wb,Right,809
6/20/2025,Washington and Avenue 50,wb,Through,269
6/20/2025,Washington and Avenue 50,wb,Left,395
6/21/2025,Washington and Avenue 50,wb,Right,644
6/21/2025,Washington and Avenue 50,wb,Through,268
6/21/2025,Washington and Avenue 50,wb,Left,340
6/22/2025,Washington and Avenue 50,wb,Right,467
6/22/2025,Washington and Avenue 50,wb,Through,159
6/22/2025,Washington and Avenue 50,wb,Left,300
6/23/2025,Washington and Avenue 50,wb,Right,1663
6/23/2025,Washington and Avenue 50,wb,Through,504
6/23/2025,Washington and Avenue 50,wb,Left,842
6/24/2025,Washington and Avenue 50,wb,Right,2569
6/24/2025,Washington and Avenue 50,wb,Through,751
6/24/2025,Washington and Avenue 50,wb,Left,1093
6/25/2025,Washington and Avenue 50,wb,Right,2304
6/25/2025,Washington and Avenue 50,wb,Through,703
6/25/2025,Washington and Avenue 50,wb,Left,1103
6/26/2025,Washington and Avenue 50,wb,Right,2535
6/26/2025,Washington and Avenue 50,wb,Through,782
6/26/2025,Washington and Avenue 50,wb,Left,1221
6/27/2025,Washington and Avenue 50,wb,Right,2416
6/27/2025,Washington and Avenue 50,wb,Through,861
6/27/2025,Washington and Avenue 50,wb,Left,1254
6/28/2025,Washington and Avenue 50,wb,Right,1840
6/28/2025,Washington and Avenue 50,wb,Through,721
6/28/2025,Washington and Avenue 50,wb,Left,1103
6/29/2025,Washington and Avenue 50,wb,Right,1587
6/29/2025,Washington and Avenue 50,wb,Through,521
6/29/2025,Washington and Avenue 50,wb,Left,907
6/30/2025,Washington and Avenue 50,wb,Right,2385
6/30/2025,Washington and Avenue 50,wb,Through,714
6/30/2025,Washington and Avenue 50,wb,Left,1208
6/15/2025,Washington and Avenue 50,eb,Right,0
6/15/2025,Washington and Avenue 50,eb,Through,2
6/15/2025,Washington and Avenue 50,eb,Left,0
6/16/2025,Washington and Avenue 50,eb,Right,322
6/16/2025,Washington and Avenue 50,eb,Through,235
6/16/2025,Washington and Avenue 50,eb,Left,58
6/17/2025,Washington and Avenue 50,eb,Right,370
6/17/2025,Washington and Avenue 50,eb,Through,246
6/17/2025,Washington and Avenue 50,eb,Left,74
6/18/2025,Washington and Avenue 50,eb,Right,365
6/18/2025,Washington and Avenue 50,eb,Through,274
6/18/2025,Washington and Avenue 50,eb,Left,76
6/19/2025,Washington and Avenue 50,eb,Right,261
6/19/2025,Washington and Avenue 50,eb,Through,168
6/19/2025,Washington and Avenue 50,eb,Left,70
6/20/2025,Washington and Avenue 50,eb,Right,0
6/20/2025,Washington and Avenue 50,eb,Through,0
6/20/2025,Washington and Avenue 50,eb,Left,0
6/21/2025,Washington and Avenue 50,eb,Right,0
6/21/2025,Washington and Avenue 50,eb,Through,0
6/21/2025,Washington and Avenue 50,eb,Left,0
6/22/2025,Washington and Avenue 50,eb,Right,0
6/22/2025,Washington and Avenue 50,eb,Through,0
6/22/2025,Washington and Avenue 50,eb,Left,0
6/23/2025,Washington and Avenue 50,eb,Right,0
6/23/2025,Washington and Avenue 50,eb,Through,0
6/23/2025,Washington and Avenue 50,eb,Left,0
6/24/2025,Washington and Avenue 50,eb,Right,0
6/24/2025,Washington and Avenue 50,eb,Through,0
6/24/2025,Washington and Avenue 50,eb,Left,0
6/25/2025,Washington and Avenue 50,eb,Right,0
6/25/2025,Washington and Avenue 50,eb,Through,0
6/25/2025,Washington and Avenue 50,eb,Left,0
6/26/2025,Washington and Avenue 50,eb,Right,0
6/26/2025,Washington and Avenue 50,eb,Through,0
6/26/2025,Washington and Avenue 50,eb,Left,0
6/27/2025,Washington and Avenue 50,eb,Right,0
6/27/2025,Washington and Avenue 50,eb,Through,0
6/27/2025,Washington and Avenue 50,eb,Left,0
6/28/2025,Washington and Avenue 50,eb,Right,0
6/28/2025,Washington and Avenue 50,eb,Through,0
6/28/2025,Washington and Avenue 50,eb,Left,0
6/29/2025,Washington and Avenue 50,eb,Right,0
6/29/2025,Washington and Avenue 50,eb,Through,0
6/29/2025,Washington and Avenue 50,eb,Left,0
6/30/2025,Washington and Avenue 50,eb,Right,0
6/30/2025,Washington and Avenue 50,eb,Through,0
6/30/2025,Washington and Avenue 50,eb,Left,0
6/15/2025,Washington and Avenue 50,nb,Right,0
6/15/2025,Washington and Avenue 50,nb,Through,6
6/15/2025,Washington and Avenue 50,nb,Left,0
6/16/2025,Washington and Avenue 50,nb,Right,826
6/16/2025,Washington and Avenue 50,nb,Through,3383
6/16/2025,Washington and Avenue 50,nb,Left,74
6/17/2025,Washington and Avenue 50,nb,Right,838
6/17/2025,Washington and Avenue 50,nb,Through,3528
6/17/2025,Washington and Avenue 50,nb,Left,70
6/18/2025,Washington and Avenue 50,nb,Right,890
6/18/2025,Washington and Avenue 50,nb,Through,3435
6/18/2025,Washington and Avenue 50,nb,Left,65
6/19/2025,Washington and Avenue 50,nb,Right,916
6/19/2025,Washington and Avenue 50,nb,Through,3266
6/19/2025,Washington and Avenue 50,nb,Left,81
6/20/2025,Washington and Avenue 50,nb,Right,981
6/20/2025,Washington and Avenue 50,nb,Through,3514
6/20/2025,Washington and Avenue 50,nb,Left,65
6/21/2025,Washington and Avenue 50,nb,Right,740
6/21/2025,Washington and Avenue 50,nb,Through,2836
6/21/2025,Washington and Avenue 50,nb,Left,53
6/22/2025,Washington and Avenue 50,nb,Right,581
6/22/2025,Washington and Avenue 50,nb,Through,2425
6/22/2025,Washington and Avenue 50,nb,Left,31
6/23/2025,Washington and Avenue 50,nb,Right,1914
6/23/2025,Washington and Avenue 50,nb,Through,7010
6/23/2025,Washington and Avenue 50,nb,Left,128
6/24/2025,Washington and Avenue 50,nb,Right,2768
6/24/2025,Washington and Avenue 50,nb,Through,10408
6/24/2025,Washington and Avenue 50,nb,Left,180
6/25/2025,Washington and Avenue 50,nb,Right,2503
6/25/2025,Washington and Avenue 50,nb,Through,9635
6/25/2025,Washington and Avenue 50,nb,Left,146
6/26/2025,Washington and Avenue 50,nb,Right,2757
6/26/2025,Washington and Avenue 50,nb,Through,10085
6/26/2025,Washington and Avenue 50,nb,Left,211
6/27/2025,Washington and Avenue 50,nb,Right,2575
6/27/2025,Washington and Avenue 50,nb,Through,10293
6/27/2025,Washington and Avenue 50,nb,Left,184
6/28/2025,Washington and Avenue 50,nb,Right,1984
6/28/2025,Washington and Avenue 50,nb,Through,8556
6/28/2025,Washington and Avenue 50,nb,Left,140
6/29/2025,Washington and Avenue 50,nb,Right,1568
6/29/2025,Washington and Avenue 50,nb,Through,6729
6/29/2025,Washington and Avenue 50,nb,Left,100
6/30/2025,Washington and Avenue 50,nb,Right,2734
6/30/2025,Washington and Avenue 50,nb,Through,9801
6/30/2025,Washington and Avenue 50,nb,Left,195
6/15/2025,Washington and Sagebrush Avenue,wb,Right,0
6/15/2025,Washington and Sagebrush Avenue,wb,Left,0
6/16/2025,Washington and Sagebrush Avenue,wb,Right,151
6/16/2025,Washington and Sagebrush Avenue,wb,Left,75
6/17/2025,Washington and Sagebrush Avenue,wb,Right,225
6/17/2025,Washington and Sagebrush Avenue,wb,Left,62
6/18/2025,Washington and Sagebrush Avenue,wb,Right,177
6/18/2025,Washington and Sagebrush Avenue,wb,Left,64
6/19/2025,Washington and Sagebrush Avenue,wb,Right,197
6/19/2025,Washington and Sagebrush Avenue,wb,Left,68
6/20/2025,Washington and Sagebrush Avenue,wb,Right,222
6/20/2025,Washington and Sagebrush Avenue,wb,Left,84
6/21/2025,Washington and Sagebrush Avenue,wb,Right,148
6/21/2025,Washington and Sagebrush Avenue,wb,Left,71
6/22/2025,Washington and Sagebrush Avenue,wb,Right,170
6/22/2025,Washington and Sagebrush Avenue,wb,Left,46
6/23/2025,Washington and Sagebrush Avenue,wb,Right,361
6/23/2025,Washington and Sagebrush Avenue,wb,Left,130
6/24/2025,Washington and Sagebrush Avenue,wb,Right,606
6/24/2025,Washington and Sagebrush Avenue,wb,Left,189
6/25/2025,Washington and Sagebrush Avenue,wb,Right,573
6/25/2025,Washington and Sagebrush Avenue,wb,Left,191
6/26/2025,Washington and Sagebrush Avenue,wb,Right,577
6/26/2025,Washington and Sagebrush Avenue,wb,Left,204
6/27/2025,Washington and Sagebrush Avenue,wb,Right,634
6/27/2025,Washington and Sagebrush Avenue,wb,Left,215
6/28/2025,Washington and Sagebrush Avenue,wb,Right,493
6/28/2025,Washington and Sagebrush Avenue,wb,Left,157
6/29/2025,Washington and Sagebrush Avenue,wb,Right,454
6/29/2025,Washington and Sagebrush Avenue,wb,Left,134
6/30/2025,Washington and Sagebrush Avenue,wb,Right,680
6/30/2025,Washington and Sagebrush Avenue,wb,Left,197
6/15/2025,Washington and Sagebrush Avenue,sb,Through,8
6/15/2025,Washington and Sagebrush Avenue,sb,Left,0
6/16/2025,Washington and Sagebrush Avenue,sb,Through,3682
6/16/2025,Washington and Sagebrush Avenue,sb,Left,108
6/17/2025,Washington and Sagebrush Avenue,sb,Through,3839
6/17/2025,Washington and Sagebrush Avenue,sb,Left,100
6/18/2025,Washington and Sagebrush Avenue,sb,Through,3874
6/18/2025,Washington and Sagebrush Avenue,sb,Left,124
6/19/2025,Washington and Sagebrush Avenue,sb,Through,3901
6/19/2025,Washington and Sagebrush Avenue,sb,Left,124
6/20/2025,Washington and Sagebrush Avenue,sb,Through,3892
6/20/2025,Washington and Sagebrush Avenue,sb,Left,125
6/21/2025,Washington and Sagebrush Avenue,sb,Through,3093
6/21/2025,Washington and Sagebrush Avenue,sb,Left,117
6/22/2025,Washington and Sagebrush Avenue,sb,Through,2573
6/22/2025,Washington and Sagebrush Avenue,sb,Left,88
6/23/2025,Washington and Sagebrush Avenue,sb,Through,8899
6/23/2025,Washington and Sagebrush Avenue,sb,Left,251
6/24/2025,Washington and Sagebrush Avenue,sb,Through,11781
6/24/2025,Washington and Sagebrush Avenue,sb,Left,332
6/25/2025,Washington and Sagebrush Avenue,sb,Through,11661
6/25/2025,Washington and Sagebrush Avenue,sb,Left,354
6/26/2025,Washington and Sagebrush Avenue,sb,Through,11198
6/26/2025,Washington and Sagebrush Avenue,sb,Left,338
6/27/2025,Washington and Sagebrush Avenue,sb,Through,11463
6/27/2025,Washington and Sagebrush Avenue,sb,Left,372
6/28/2025,Washington and Sagebrush Avenue,sb,Through,8984
6/28/2025,Washington and Sagebrush Avenue,sb,Left,272
6/29/2025,Washington and Sagebrush Avenue,sb,Through,7200
6/29/2025,Washington and Sagebrush Avenue,sb,Left,250
6/30/2025,Washington and Sagebrush Avenue,sb,Through,11109
6/30/2025,Washington and Sagebrush Avenue,sb,Left,322
6/15/2025,Washington and Sagebrush Avenue,nb,Right,0
6/15/2025,Washington and Sagebrush Avenue,nb,Through,0
6/16/2025,Washington and Sagebrush Avenue,nb,Right,88
6/16/2025,Washington and Sagebrush Avenue,nb,Through,3699
6/17/2025,Washington and Sagebrush Avenue,nb,Right,66
6/17/2025,Washington and Sagebrush Avenue,nb,Through,3907
6/18/2025,Washington and Sagebrush Avenue,nb,Right,72
6/18/2025,Washington and Sagebrush Avenue,nb,Through,3811
6/19/2025,Washington and Sagebrush Avenue,nb,Right,72
6/19/2025,Washington and Sagebrush Avenue,nb,Through,3753
6/20/2025,Washington and Sagebrush Avenue,nb,Right,78
6/20/2025,Washington and Sagebrush Avenue,nb,Through,4031
6/21/2025,Washington and Sagebrush Avenue,nb,Right,83
6/21/2025,Washington and Sagebrush Avenue,nb,Through,3090
6/22/2025,Washington and Sagebrush Avenue,nb,Right,49
6/22/2025,Washington and Sagebrush Avenue,nb,Through,2644
6/23/2025,Washington and Sagebrush Avenue,nb,Right,171
6/23/2025,Washington and Sagebrush Avenue,nb,Through,7845
6/24/2025,Washington and Sagebrush Avenue,nb,Right,263
6/24/2025,Washington and Sagebrush Avenue,nb,Through,11547
6/25/2025,Washington and Sagebrush Avenue,nb,Right,220
6/25/2025,Washington and Sagebrush Avenue,nb,Through,11300
6/26/2025,Washington and Sagebrush Avenue,nb,Right,251
6/26/2025,Washington and Sagebrush Avenue,nb,Through,11422
6/27/2025,Washington and Sagebrush Avenue,nb,Right,284
6/27/2025,Washington and Sagebrush Avenue,nb,Through,11510
6/28/2025,Washington and Sagebrush Avenue,nb,Right,206
6/28/2025,Washington and Sagebrush Avenue,nb,Through,9115
6/29/2025,Washington and Sagebrush Avenue,nb,Right,192
6/29/2025,Washington and Sagebrush Avenue,nb,Through,7320
6/30/2025,Washington and Sagebrush Avenue,nb,Right,239
6/30/2025,Washington and Sagebrush Avenue,nb,Through,10920
6/15/2025,Washington and Eisenhower Drive,eb,Right,2
6/15/2025,Washington and Eisenhower Drive,eb,Through,0
6/15/2025,Washington and Eisenhower Drive,eb,Left,10
6/16/2025,Washington and Eisenhower Drive,eb,Right,428
6/16/2025,Washington and Eisenhower Drive,eb,Through,28
6/16/2025,Washington and Eisenhower Drive,eb,Left,2417
6/17/2025,Washington and Eisenhower Drive,eb,Right,494
6/17/2025,Washington and Eisenhower Drive,eb,Through,25
6/17/2025,Washington and Eisenhower Drive,eb,Left,2556
6/18/2025,Washington and Eisenhower Drive,eb,Right,648
6/18/2025,Washington and Eisenhower Drive,eb,Through,26
6/18/2025,Washington and Eisenhower Drive,eb,Left,2537
6/19/2025,Washington and Eisenhower Drive,eb,Right,535
6/19/2025,Washington and Eisenhower Drive,eb,Through,21
6/19/2025,Washington and Eisenhower Drive,eb,Left,2540
6/20/2025,Washington and Eisenhower Drive,eb,Right,640
6/20/2025,Washington and Eisenhower Drive,eb,Through,23
6/20/2025,Washington and Eisenhower Drive,eb,Left,2836
6/21/2025,Washington and Eisenhower Drive,eb,Right,367
6/21/2025,Washington and Eisenhower Drive,eb,Through,21
6/21/2025,Washington and Eisenhower Drive,eb,Left,2342
6/22/2025,Washington and Eisenhower Drive,eb,Right,257
6/22/2025,Washington and Eisenhower Drive,eb,Through,15
6/22/2025,Washington and Eisenhower Drive,eb,Left,1900
6/23/2025,Washington and Eisenhower Drive,eb,Right,1112
6/23/2025,Washington and Eisenhower Drive,eb,Through,45
6/23/2025,Washington and Eisenhower Drive,eb,Left,5041
6/24/2025,Washington and Eisenhower Drive,eb,Right,1527
6/24/2025,Washington and Eisenhower Drive,eb,Through,85
6/24/2025,Washington and Eisenhower Drive,eb,Left,7754
6/25/2025,Washington and Eisenhower Drive,eb,Right,1562
6/25/2025,Washington and Eisenhower Drive,eb,Through,82
6/25/2025,Washington and Eisenhower Drive,eb,Left,7625
6/26/2025,Washington and Eisenhower Drive,eb,Right,1325
6/26/2025,Washington and Eisenhower Drive,eb,Through,50
6/26/2025,Washington and Eisenhower Drive,eb,Left,4164
6/27/2025,Washington and Eisenhower Drive,eb,Right,1590
6/27/2025,Washington and Eisenhower Drive,eb,Through,64
6/27/2025,Washington and Eisenhower Drive,eb,Left,7282
6/28/2025,Washington and Eisenhower Drive,eb,Right,1502
6/28/2025,Washington and Eisenhower Drive,eb,Through,55
6/28/2025,Washington and Eisenhower Drive,eb,Left,6349
6/29/2025,Washington and Eisenhower Drive,eb,Right,1048
6/29/2025,Washington and Eisenhower Drive,eb,Through,61
6/29/2025,Washington and Eisenhower Drive,eb,Left,5942
6/30/2025,Washington and Eisenhower Drive,eb,Right,1834
6/30/2025,Washington and Eisenhower Drive,eb,Through,63
6/30/2025,Washington and Eisenhower Drive,eb,Left,7173
6/15/2025,Washington and Eisenhower Drive,wb,Right,7
6/15/2025,Washington and Eisenhower Drive,wb,Through,10
6/15/2025,Washington and Eisenhower Drive,wb,Left,0
6/16/2025,Washington and Eisenhower Drive,wb,Right,1915
6/16/2025,Washington and Eisenhower Drive,wb,Through,3996
6/16/2025,Washington and Eisenhower Drive,wb,Left,44
6/17/2025,Washington and Eisenhower Drive,wb,Right,2068
6/17/2025,Washington and Eisenhower Drive,wb,Through,4141
6/17/2025,Washington and Eisenhower Drive,wb,Left,50
6/18/2025,Washington and Eisenhower Drive,wb,Right,1937
6/18/2025,Washington and Eisenhower Drive,wb,Through,4091
6/18/2025,Washington and Eisenhower Drive,wb,Left,48
6/19/2025,Washington and Eisenhower Drive,wb,Right,1976
6/19/2025,Washington and Eisenhower Drive,wb,Through,4335
6/19/2025,Washington and Eisenhower Drive,wb,Left,51
6/20/2025,Washington and Eisenhower Drive,wb,Right,2209
6/20/2025,Washington and Eisenhower Drive,wb,Through,4358
6/20/2025,Washington and Eisenhower Drive,wb,Left,58
6/21/2025,Washington and Eisenhower Drive,wb,Right,1929
6/21/2025,Washington and Eisenhower Drive,wb,Through,3372
6/21/2025,Washington and Eisenhower Drive,wb,Left,55
6/22/2025,Washington and Eisenhower Drive,wb,Right,1526
6/22/2025,Washington and Eisenhower Drive,wb,Through,2812
6/22/2025,Washington and Eisenhower Drive,wb,Left,44
6/23/2025,Washington and Eisenhower Drive,wb,Right,4626
6/23/2025,Washington and Eisenhower Drive,wb,Through,9706
6/23/2025,Washington and Eisenhower Drive,wb,Left,113
6/24/2025,Washington and Eisenhower Drive,wb,Right,6117
6/24/2025,Washington and Eisenhower Drive,wb,Through,12808
6/24/2025,Washington and Eisenhower Drive,wb,Left,155
6/25/2025,Washington and Eisenhower Drive,wb,Right,6118
6/25/2025,Washington and Eisenhower Drive,wb,Through,12733
6/25/2025,Washington and Eisenhower Drive,wb,Left,169
6/26/2025,Washington and Eisenhower Drive,wb,Right,3733
6/26/2025,Washington and Eisenhower Drive,wb,Through,5590
6/26/2025,Washington and Eisenhower Drive,wb,Left,84
6/27/2025,Washington and Eisenhower Drive,wb,Right,6120
6/27/2025,Washington and Eisenhower Drive,wb,Through,11888
6/27/2025,Washington and Eisenhower Drive,wb,Left,150
6/28/2025,Washington and Eisenhower Drive,wb,Right,5173
6/28/2025,Washington and Eisenhower Drive,wb,Through,10113
6/28/2025,Washington and Eisenhower Drive,wb,Left,168
6/29/2025,Washington and Eisenhower Drive,wb,Right,4659
6/29/2025,Washington and Eisenhower Drive,wb,Through,8176
6/29/2025,Washington and Eisenhower Drive,wb,Left,142
6/30/2025,Washington and Eisenhower Drive,wb,Right,5674
6/30/2025,Washington and Eisenhower Drive,wb,Through,12722
6/30/2025,Washington and Eisenhower Drive,wb,Left,163
6/15/2025,Washington and Eisenhower Drive,sb,Right,7
6/15/2025,Washington and Eisenhower Drive,sb,Through,10
6/15/2025,Washington and Eisenhower Drive,sb,Left,0
6/16/2025,Washington and Eisenhower Drive,sb,Right,1915
6/16/2025,Washington and Eisenhower Drive,sb,Through,3996
6/16/2025,Washington and Eisenhower Drive,sb,Left,44
6/17/2025,Washington and Eisenhower Drive,sb,Right,2068
6/17/2025,Washington and Eisenhower Drive,sb,Through,4141
6/17/2025,Washington and Eisenhower Drive,sb,Left,50
6/18/2025,Washington and Eisenhower Drive,sb,Right,1937
6/18/2025,Washington and Eisenhower Drive,sb,Through,4091
6/18/2025,Washington and Eisenhower Drive,sb,Left,48
6/19/2025,Washington and Eisenhower Drive,sb,Right,1976
6/19/2025,Washington and Eisenhower Drive,sb,Through,4335
6/19/2025,Washington and Eisenhower Drive,sb,Left,51
6/20/2025,Washington and Eisenhower Drive,sb,Right,2209
6/20/2025,Washington and Eisenhower Drive,sb,Through,4358
6/20/2025,Washington and Eisenhower Drive,sb,Left,58
6/21/2025,Washington and Eisenhower Drive,sb,Right,1929
6/21/2025,Washington and Eisenhower Drive,sb,Through,3372
6/21/2025,Washington and Eisenhower Drive,sb,Left,55
6/22/2025,Washington and Eisenhower Drive,sb,Right,1526
6/22/2025,Washington and Eisenhower Drive,sb,Through,2812
6/22/2025,Washington and Eisenhower Drive,sb,Left,44
6/23/2025,Washington and Eisenhower Drive,sb,Right,4626
6/23/2025,Washington and Eisenhower Drive,sb,Through,9706
6/23/2025,Washington and Eisenhower Drive,sb,Left,113
6/24/2025,Washington and Eisenhower Drive,sb,Right,6117
6/24/2025,Washington and Eisenhower Drive,sb,Through,12808
6/24/2025,Washington and Eisenhower Drive,sb,Left,155
6/25/2025,Washington and Eisenhower Drive,sb,Right,6118
6/25/2025,Washington and Eisenhower Drive,sb,Through,12733
6/25/2025,Washington and Eisenhower Drive,sb,Left,169
6/26/2025,Washington and Eisenhower Drive,sb,Right,3733
6/26/2025,Washington and Eisenhower Drive,sb,Through,5590
6/26/2025,Washington and Eisenhower Drive,sb,Left,84
6/27/2025,Washington and Eisenhower Drive,sb,Right,6120
6/27/2025,Washington and Eisenhower Drive,sb,Through,11888
6/27/2025,Washington and Eisenhower Drive,sb,Left,150
6/28/2025,Washington and Eisenhower Drive,sb,Right,5173
6/28/2025,Washington and Eisenhower Drive,sb,Through,10113
6/28/2025,Washington and Eisenhower Drive,sb,Left,168
6/29/2025,Washington and Eisenhower Drive,sb,Right,4659
6/29/2025,Washington and Eisenhower Drive,sb,Through,8176
6/29/2025,Washington and Eisenhower Drive,sb,Left,142
6/30/2025,Washington and Eisenhower Drive,sb,Right,5674
6/30/2025,Washington and Eisenhower Drive,sb,Through,12722
6/30/2025,Washington and Eisenhower Drive,sb,Left,163
6/15/2025,Washington and Eisenhower Drive,nb,Right,0
6/15/2025,Washington and Eisenhower Drive,nb,Through,5
6/15/2025,Washington and Eisenhower Drive,nb,Left,0
6/16/2025,Washington and Eisenhower Drive,nb,Right,86
6/16/2025,Washington and Eisenhower Drive,nb,Through,4025
6/16/2025,Washington and Eisenhower Drive,nb,Left,37
6/17/2025,Washington and Eisenhower Drive,nb,Right,76
6/17/2025,Washington and Eisenhower Drive,nb,Through,4198
6/17/2025,Washington and Eisenhower Drive,nb,Left,38
6/18/2025,Washington and Eisenhower Drive,nb,Right,134
6/18/2025,Washington and Eisenhower Drive,nb,Through,3967
6/18/2025,Washington and Eisenhower Drive,nb,Left,39
6/19/2025,Washington and Eisenhower Drive,nb,Right,79
6/19/2025,Washington and Eisenhower Drive,nb,Through,4049
6/19/2025,Washington and Eisenhower Drive,nb,Left,49
6/20/2025,Washington and Eisenhower Drive,nb,Right,63
6/20/2025,Washington and Eisenhower Drive,nb,Through,4171
6/20/2025,Washington and Eisenhower Drive,nb,Left,47
6/21/2025,Washington and Eisenhower Drive,nb,Right,91
6/21/2025,Washington and Eisenhower Drive,nb,Through,3390
6/21/2025,Washington and Eisenhower Drive,nb,Left,42
6/22/2025,Washington and Eisenhower Drive,nb,Right,61
6/22/2025,Washington and Eisenhower Drive,nb,Through,2722
6/22/2025,Washington and Eisenhower Drive,nb,Left,25
6/23/2025,Washington and Eisenhower Drive,nb,Right,155
6/23/2025,Washington and Eisenhower Drive,nb,Through,8051
6/23/2025,Washington and Eisenhower Drive,nb,Left,103
6/24/2025,Washington and Eisenhower Drive,nb,Right,380
6/24/2025,Washington and Eisenhower Drive,nb,Through,11908
6/24/2025,Washington and Eisenhower Drive,nb,Left,105
6/25/2025,Washington and Eisenhower Drive,nb,Right,323
6/25/2025,Washington and Eisenhower Drive,nb,Through,11849
6/25/2025,Washington and Eisenhower Drive,nb,Left,95
6/26/2025,Washington and Eisenhower Drive,nb,Right,500
6/26/2025,Washington and Eisenhower Drive,nb,Through,6536
6/26/2025,Washington and Eisenhower Drive,nb,Left,95
6/27/2025,Washington and Eisenhower Drive,nb,Right,593
6/27/2025,Washington and Eisenhower Drive,nb,Through,10927
6/27/2025,Washington and Eisenhower Drive,nb,Left,135
6/28/2025,Washington and Eisenhower Drive,nb,Right,431
6/28/2025,Washington and Eisenhower Drive,nb,Through,9571
6/28/2025,Washington and Eisenhower Drive,nb,Left,88
6/29/2025,Washington and Eisenhower Drive,nb,Right,308
6/29/2025,Washington and Eisenhower Drive,nb,Through,7888
6/29/2025,Washington and Eisenhower Drive,nb,Left,75
6/30/2025,Washington and Eisenhower Drive,nb,Right,403
6/30/2025,Washington and Eisenhower Drive,nb,Through,11551
6/30/2025,Washington and Eisenhower Drive,nb,Left,98
6/15/2025,Washington and Avenue 48,wb,Right,6
6/15/2025,Washington and Avenue 48,wb,Left,5
6/16/2025,Washington and Avenue 48,wb,Right,1894
6/16/2025,Washington and Avenue 48,wb,Left,1743
6/17/2025,Washington and Avenue 48,wb,Right,2102
6/17/2025,Washington and Avenue 48,wb,Left,1821
6/18/2025,Washington and Avenue 48,wb,Right,1761
6/18/2025,Washington and Avenue 48,wb,Left,1825
6/19/2025,Washington and Avenue 48,wb,Right,1981
6/19/2025,Washington and Avenue 48,wb,Left,1786
6/20/2025,Washington and Avenue 48,wb,Right,1925
6/20/2025,Washington and Avenue 48,wb,Left,1953
6/21/2025,Washington and Avenue 48,wb,Right,1723
6/21/2025,Washington and Avenue 48,wb,Left,1577
6/22/2025,Washington and Avenue 48,wb,Right,1551
6/22/2025,Washington and Avenue 48,wb,Left,1213
6/23/2025,Washington and Avenue 48,wb,Right,3660
6/23/2025,Washington and Avenue 48,wb,Left,4241
6/24/2025,Washington and Avenue 48,wb,Right,5688
6/24/2025,Washington and Avenue 48,wb,Left,5696
6/25/2025,Washington and Avenue 48,wb,Right,5878
6/25/2025,Washington and Avenue 48,wb,Left,5498
6/26/2025,Washington and Avenue 48,wb,Right,5429
6/26/2025,Washington and Avenue 48,wb,Left,4764
6/27/2025,Washington and Avenue 48,wb,Right,6248
6/27/2025,Washington and Avenue 48,wb,Left,5276
6/28/2025,Washington and Avenue 48,wb,Right,5201
6/28/2025,Washington and Avenue 48,wb,Left,4400
6/29/2025,Washington and Avenue 48,wb,Right,4627
6/29/2025,Washington and Avenue 48,wb,Left,3632
6/30/2025,Washington and Avenue 48,wb,Right,5540
6/30/2025,Washington and Avenue 48,wb,Left,5304
6/15/2025,Washington and Avenue 48,sb,Through,13
6/15/2025,Washington and Avenue 48,sb,Left,2
6/16/2025,Washington and Avenue 48,sb,Through,5296
6/16/2025,Washington and Avenue 48,sb,Left,594
6/17/2025,Washington and Avenue 48,sb,Through,5197
6/17/2025,Washington and Avenue 48,sb,Left,650
6/18/2025,Washington and Avenue 48,sb,Through,5314
6/18/2025,Washington and Avenue 48,sb,Left,648
6/19/2025,Washington and Avenue 48,sb,Through,5141
6/19/2025,Washington and Avenue 48,sb,Left,695
6/20/2025,Washington and Avenue 48,sb,Through,5570
6/20/2025,Washington and Avenue 48,sb,Left,715
6/21/2025,Washington and Avenue 48,sb,Through,4483
6/21/2025,Washington and Avenue 48,sb,Left,557
6/22/2025,Washington and Avenue 48,sb,Through,3742
6/22/2025,Washington and Avenue 48,sb,Left,535
6/23/2025,Washington and Avenue 48,sb,Through,12153
6/23/2025,Washington and Avenue 48,sb,Left,1591
6/24/2025,Washington and Avenue 48,sb,Through,16458
6/24/2025,Washington and Avenue 48,sb,Left,2006
6/25/2025,Washington and Avenue 48,sb,Through,16104
6/25/2025,Washington and Avenue 48,sb,Left,2048
6/26/2025,Washington and Avenue 48,sb,Through,12977
6/26/2025,Washington and Avenue 48,sb,Left,1609
6/27/2025,Washington and Avenue 48,sb,Through,16160
