local_datetime,segment_id,direction,volume
6/12/2025,Washington and Eisenhower Drive,nb,
6/13/2025,Washington and Eisenhower Drive,nb,
6/14/2025,Washington and Eisenhower Drive,nb,
6/15/2025,Washington and Eisenhower Drive,nb,
6/16/2025,Washington and Eisenhower Drive,nb,
6/17/2025,Washington and Eisenhower Drive,nb,0
6/18/2025,Washington and Eisenhower Drive,nb,3
6/19/2025,Washington and Eisenhower Drive,nb,0
6/20/2025,Washington and Eisenhower Drive,nb,0
6/21/2025,Washington and Eisenhower Drive,nb,6
6/22/2025,Washington and Eisenhower Drive,nb,3
6/23/2025,Washington and Eisenhower Drive,nb,2
6/24/2025,Washington and Eisenhower Drive,nb,10
6/25/2025,Washington and Eisenhower Drive,nb,11
6/26/2025,Washington and Eisenhower Drive,nb,3
6/27/2025,Washington and Eisenhower Drive,nb,9
6/28/2025,Washington and Eisenhower Drive,nb,10
6/29/2025,Washington and Eisenhower Drive,nb,11
6/30/2025,Washington and Eisenhower Drive,nb,2
6/1/2025,Washington Street and Avenue 48,sb,
6/2/2025,Washington Street and Avenue 48,sb,
6/3/2025,Washington Street and Avenue 48,sb,
6/4/2025,Washington Street and Avenue 48,sb,
6/5/2025,Washington Street and Avenue 48,sb,
6/6/2025,Washington Street and Avenue 48,sb,
6/7/2025,Washington Street and Avenue 48,sb,
6/8/2025,Washington Street and Avenue 48,sb,
6/9/2025,Washington Street and Avenue 48,sb,
6/10/2025,Washington Street and Avenue 48,sb,
6/11/2025,Washington Street and Avenue 48,sb,
6/12/2025,Washington Street and Avenue 48,sb,
6/13/2025,Washington Street and Avenue 48,sb,
6/14/2025,Washington Street and Avenue 48,sb,
6/15/2025,Washington Street and Avenue 48,sb,
6/16/2025,Washington Street and Avenue 48,sb,
6/17/2025,Washington Street and Avenue 48,sb,3
6/18/2025,Washington Street and Avenue 48,sb,24
6/19/2025,Washington Street and Avenue 48,sb,26
6/20/2025,Washington Street and Avenue 48,sb,12
6/21/2025,Washington Street and Avenue 48,sb,31
6/22/2025,Washington Street and Avenue 48,sb,20
6/23/2025,Washington Street and Avenue 48,sb,51
6/24/2025,Washington Street and Avenue 48,sb,49
6/25/2025,Washington Street and Avenue 48,sb,61
6/26/2025,Washington Street and Avenue 48,sb,80
6/27/2025,Washington Street and Avenue 48,sb,89
6/28/2025,Washington Street and Avenue 48,sb,81
6/29/2025,Washington Street and Avenue 48,sb,55
6/30/2025,Washington Street and Avenue 48,sb,33
6/1/2025,Washington Street and Avenue 48,nb,
6/2/2025,Washington Street and Avenue 48,nb,
6/3/2025,Washington Street and Avenue 48,nb,
6/4/2025,Washington Street and Avenue 48,nb,
6/5/2025,Washington Street and Avenue 48,nb,
6/6/2025,Washington Street and Avenue 48,nb,
6/7/2025,Washington Street and Avenue 48,nb,
6/8/2025,Washington Street and Avenue 48,nb,
6/9/2025,Washington Street and Avenue 48,nb,
6/10/2025,Washington Street and Avenue 48,nb,
6/11/2025,Washington Street and Avenue 48,nb,
6/12/2025,Washington Street and Avenue 48,nb,
6/13/2025,Washington Street and Avenue 48,nb,
6/14/2025,Washington Street and Avenue 48,nb,
6/15/2025,Washington Street and Avenue 48,nb,
6/16/2025,Washington Street and Avenue 48,nb,
6/17/2025,Washington Street and Avenue 48,nb,5
6/18/2025,Washington Street and Avenue 48,nb,18
6/19/2025,Washington Street and Avenue 48,nb,14
6/20/2025,Washington Street and Avenue 48,nb,20
6/21/2025,Washington Street and Avenue 48,nb,24
6/22/2025,Washington Street and Avenue 48,nb,21
6/23/2025,Washington Street and Avenue 48,nb,38
6/24/2025,Washington Street and Avenue 48,nb,61
6/25/2025,Washington Street and Avenue 48,nb,56
6/26/2025,Washington Street and Avenue 48,nb,66
6/27/2025,Washington Street and Avenue 48,nb,61
6/28/2025,Washington Street and Avenue 48,nb,103
6/29/2025,Washington Street and Avenue 48,nb,49
6/30/2025,Washington Street and Avenue 48,nb,43
6/1/2025,Washington Street and Avenue 48,wb,
6/2/2025,Washington Street and Avenue 48,wb,
6/3/2025,Washington Street and Avenue 48,wb,
6/4/2025,Washington Street and Avenue 48,wb,
6/5/2025,Washington Street and Avenue 48,wb,
6/6/2025,Washington Street and Avenue 48,wb,
6/7/2025,Washington Street and Avenue 48,wb,
6/8/2025,Washington Street and Avenue 48,wb,
6/9/2025,Washington Street and Avenue 48,wb,
6/10/2025,Washington Street and Avenue 48,wb,
6/11/2025,Washington Street and Avenue 48,wb,
6/12/2025,Washington Street and Avenue 48,wb,
6/13/2025,Washington Street and Avenue 48,wb,
6/14/2025,Washington Street and Avenue 48,wb,
6/15/2025,Washington Street and Avenue 48,wb,
6/16/2025,Washington Street and Avenue 48,wb,
6/17/2025,Washington Street and Avenue 48,wb,6
6/18/2025,Washington Street and Avenue 48,wb,19
6/19/2025,Washington Street and Avenue 48,wb,7
6/20/2025,Washington Street and Avenue 48,wb,10
6/21/2025,Washington Street and Avenue 48,wb,16
6/22/2025,Washington Street and Avenue 48,wb,7
6/23/2025,Washington Street and Avenue 48,wb,21
6/24/2025,Washington Street and Avenue 48,wb,29
6/25/2025,Washington Street and Avenue 48,wb,41
6/26/2025,Washington Street and Avenue 48,wb,37
6/27/2025,Washington Street and Avenue 48,wb,41
6/28/2025,Washington Street and Avenue 48,wb,45
6/29/2025,Washington Street and Avenue 48,wb,32
6/30/2025,Washington Street and Avenue 48,wb,15
6/1/2025,Washington Street and Avenue 47,sb,
6/2/2025,Washington Street and Avenue 47,sb,
6/3/2025,Washington Street and Avenue 47,sb,
6/4/2025,Washington Street and Avenue 47,sb,
6/5/2025,Washington Street and Avenue 47,sb,
6/6/2025,Washington Street and Avenue 47,sb,
6/7/2025,Washington Street and Avenue 47,sb,
6/8/2025,Washington Street and Avenue 47,sb,
6/9/2025,Washington Street and Avenue 47,sb,
6/10/2025,Washington Street and Avenue 47,sb,
6/11/2025,Washington Street and Avenue 47,sb,
6/12/2025,Washington Street and Avenue 47,sb,
6/13/2025,Washington Street and Avenue 47,sb,
6/14/2025,Washington Street and Avenue 47,sb,
6/15/2025,Washington Street and Avenue 47,sb,
6/16/2025,Washington Street and Avenue 47,sb,
6/17/2025,Washington Street and Avenue 47,sb,2
6/18/2025,Washington Street and Avenue 47,sb,8
6/19/2025,Washington Street and Avenue 47,sb,7
6/20/2025,Washington Street and Avenue 47,sb,7
6/21/2025,Washington Street and Avenue 47,sb,11
6/22/2025,Washington Street and Avenue 47,sb,10
6/23/2025,Washington Street and Avenue 47,sb,10
6/24/2025,Washington Street and Avenue 47,sb,14
6/25/2025,Washington Street and Avenue 47,sb,13
6/26/2025,Washington Street and Avenue 47,sb,8
6/27/2025,Washington Street and Avenue 47,sb,9
6/28/2025,Washington Street and Avenue 47,sb,12
6/29/2025,Washington Street and Avenue 47,sb,12
6/30/2025,Washington Street and Avenue 47,sb,11
6/1/2025,Washington Street and Avenue 47,nb,
6/2/2025,Washington Street and Avenue 47,nb,
6/3/2025,Washington Street and Avenue 47,nb,
6/4/2025,Washington Street and Avenue 47,nb,
6/5/2025,Washington Street and Avenue 47,nb,
6/6/2025,Washington Street and Avenue 47,nb,
6/7/2025,Washington Street and Avenue 47,nb,
6/8/2025,Washington Street and Avenue 47,nb,
6/9/2025,Washington Street and Avenue 47,nb,
6/10/2025,Washington Street and Avenue 47,nb,
6/11/2025,Washington Street and Avenue 47,nb,
6/12/2025,Washington Street and Avenue 47,nb,
6/13/2025,Washington Street and Avenue 47,nb,
6/14/2025,Washington Street and Avenue 47,nb,
6/15/2025,Washington Street and Avenue 47,nb,
6/16/2025,Washington Street and Avenue 47,nb,
6/17/2025,Washington Street and Avenue 47,nb,4
6/18/2025,Washington Street and Avenue 47,nb,4
6/19/2025,Washington Street and Avenue 47,nb,7
6/20/2025,Washington Street and Avenue 47,nb,13
6/21/2025,Washington Street and Avenue 47,nb,10
6/22/2025,Washington Street and Avenue 47,nb,7
6/23/2025,Washington Street and Avenue 47,nb,8
6/24/2025,Washington Street and Avenue 47,nb,10
6/25/2025,Washington Street and Avenue 47,nb,9
6/26/2025,Washington Street and Avenue 47,nb,16
6/27/2025,Washington Street and Avenue 47,nb,3
6/28/2025,Washington Street and Avenue 47,nb,16
6/29/2025,Washington Street and Avenue 47,nb,10
6/30/2025,Washington Street and Avenue 47,nb,13
6/1/2025,Washington Street and Avenue 47,wb,
6/2/2025,Washington Street and Avenue 47,wb,
6/3/2025,Washington Street and Avenue 47,wb,
6/4/2025,Washington Street and Avenue 47,wb,
6/5/2025,Washington Street and Avenue 47,wb,
6/6/2025,Washington Street and Avenue 47,wb,
6/7/2025,Washington Street and Avenue 47,wb,
6/8/2025,Washington Street and Avenue 47,wb,
6/9/2025,Washington Street and Avenue 47,wb,
6/10/2025,Washington Street and Avenue 47,wb,
6/11/2025,Washington Street and Avenue 47,wb,
6/12/2025,Washington Street and Avenue 47,wb,
6/13/2025,Washington Street and Avenue 47,wb,
6/14/2025,Washington Street and Avenue 47,wb,
6/15/2025,Washington Street and Avenue 47,wb,
6/16/2025,Washington Street and Avenue 47,wb,
6/17/2025,Washington Street and Avenue 47,wb,5
6/18/2025,Washington Street and Avenue 47,wb,2
6/19/2025,Washington Street and Avenue 47,wb,7
6/20/2025,Washington Street and Avenue 47,wb,5
6/21/2025,Washington Street and Avenue 47,wb,6
6/22/2025,Washington Street and Avenue 47,wb,2
6/23/2025,Washington Street and Avenue 47,wb,4
6/24/2025,Washington Street and Avenue 47,wb,7
6/25/2025,Washington Street and Avenue 47,wb,3
6/26/2025,Washington Street and Avenue 47,wb,5
6/27/2025,Washington Street and Avenue 47,wb,6
6/28/2025,Washington Street and Avenue 47,wb,4
6/29/2025,Washington Street and Avenue 47,wb,9
6/30/2025,Washington Street and Avenue 47,wb,3
6/1/2025,Washington Street and Avenue 47,eb,
6/2/2025,Washington Street and Avenue 47,eb,
6/3/2025,Washington Street and Avenue 47,eb,
6/4/2025,Washington Street and Avenue 47,eb,
6/5/2025,Washington Street and Avenue 47,eb,
6/6/2025,Washington Street and Avenue 47,eb,
6/7/2025,Washington Street and Avenue 47,eb,
6/8/2025,Washington Street and Avenue 47,eb,
6/9/2025,Washington Street and Avenue 47,eb,
6/10/2025,Washington Street and Avenue 47,eb,
6/11/2025,Washington Street and Avenue 47,eb,
6/12/2025,Washington Street and Avenue 47,eb,
6/13/2025,Washington Street and Avenue 47,eb,
6/14/2025,Washington Street and Avenue 47,eb,
6/15/2025,Washington Street and Avenue 47,eb,
6/16/2025,Washington Street and Avenue 47,eb,
6/17/2025,Washington Street and Avenue 47,eb,0
6/18/2025,Washington Street and Avenue 47,eb,1
6/19/2025,Washington Street and Avenue 47,eb,0
6/20/2025,Washington Street and Avenue 47,eb,0
6/21/2025,Washington Street and Avenue 47,eb,1
6/22/2025,Washington Street and Avenue 47,eb,0
6/23/2025,Washington Street and Avenue 47,eb,0
6/24/2025,Washington Street and Avenue 47,eb,1
6/25/2025,Washington Street and Avenue 47,eb,1
6/26/2025,Washington Street and Avenue 47,eb,1
6/27/2025,Washington Street and Avenue 47,eb,0
6/28/2025,Washington Street and Avenue 47,eb,0
6/29/2025,Washington Street and Avenue 47,eb,2
6/30/2025,Washington Street and Avenue 47,eb,0
6/1/2025,Washington Street and Point Happy Way,sb,
6/2/2025,Washington Street and Point Happy Way,sb,
6/3/2025,Washington Street and Point Happy Way,sb,
6/4/2025,Washington Street and Point Happy Way,sb,
6/5/2025,Washington Street and Point Happy Way,sb,
6/6/2025,Washington Street and Point Happy Way,sb,
6/7/2025,Washington Street and Point Happy Way,sb,
6/8/2025,Washington Street and Point Happy Way,sb,
6/9/2025,Washington Street and Point Happy Way,sb,
6/10/2025,Washington Street and Point Happy Way,sb,
6/11/2025,Washington Street and Point Happy Way,sb,
6/12/2025,Washington Street and Point Happy Way,sb,
6/13/2025,Washington Street and Point Happy Way,sb,
6/14/2025,Washington Street and Point Happy Way,sb,
6/15/2025,Washington Street and Point Happy Way,sb,
6/16/2025,Washington Street and Point Happy Way,sb,
6/17/2025,Washington Street and Point Happy Way,sb,0
6/18/2025,Washington Street and Point Happy Way,sb,5
6/19/2025,Washington Street and Point Happy Way,sb,7
6/20/2025,Washington Street and Point Happy Way,sb,3
6/21/2025,Washington Street and Point Happy Way,sb,9
6/22/2025,Washington Street and Point Happy Way,sb,4
6/23/2025,Washington Street and Point Happy Way,sb,12
6/24/2025,Washington Street and Point Happy Way,sb,8
6/25/2025,Washington Street and Point Happy Way,sb,6
6/26/2025,Washington Street and Point Happy Way,sb,15
6/27/2025,Washington Street and Point Happy Way,sb,12
6/28/2025,Washington Street and Point Happy Way,sb,14
6/29/2025,Washington Street and Point Happy Way,sb,16
6/30/2025,Washington Street and Point Happy Way,sb,5
6/1/2025,Washington Street and Point Happy Way,nb,
6/2/2025,Washington Street and Point Happy Way,nb,
6/3/2025,Washington Street and Point Happy Way,nb,
6/4/2025,Washington Street and Point Happy Way,nb,
6/5/2025,Washington Street and Point Happy Way,nb,
6/6/2025,Washington Street and Point Happy Way,nb,
6/7/2025,Washington Street and Point Happy Way,nb,
6/8/2025,Washington Street and Point Happy Way,nb,
6/9/2025,Washington Street and Point Happy Way,nb,
6/10/2025,Washington Street and Point Happy Way,nb,
6/11/2025,Washington Street and Point Happy Way,nb,
6/12/2025,Washington Street and Point Happy Way,nb,
6/13/2025,Washington Street and Point Happy Way,nb,
6/14/2025,Washington Street and Point Happy Way,nb,
6/15/2025,Washington Street and Point Happy Way,nb,
6/16/2025,Washington Street and Point Happy Way,nb,
6/17/2025,Washington Street and Point Happy Way,nb,4
6/18/2025,Washington Street and Point Happy Way,nb,7
6/19/2025,Washington Street and Point Happy Way,nb,10
6/20/2025,Washington Street and Point Happy Way,nb,4
6/21/2025,Washington Street and Point Happy Way,nb,10
6/22/2025,Washington Street and Point Happy Way,nb,7
6/23/2025,Washington Street and Point Happy Way,nb,23
6/24/2025,Washington Street and Point Happy Way,nb,38
6/25/2025,Washington Street and Point Happy Way,nb,21
6/26/2025,Washington Street and Point Happy Way,nb,31
6/27/2025,Washington Street and Point Happy Way,nb,29
6/28/2025,Washington Street and Point Happy Way,nb,50
6/29/2025,Washington Street and Point Happy Way,nb,18
6/30/2025,Washington Street and Point Happy Way,nb,23
6/1/2025,Washington Street and Point Happy Way,wb,
6/2/2025,Washington Street and Point Happy Way,wb,
6/3/2025,Washington Street and Point Happy Way,wb,
6/4/2025,Washington Street and Point Happy Way,wb,
6/5/2025,Washington Street and Point Happy Way,wb,
6/6/2025,Washington Street and Point Happy Way,wb,
6/7/2025,Washington Street and Point Happy Way,wb,
6/8/2025,Washington Street and Point Happy Way,wb,
6/9/2025,Washington Street and Point Happy Way,wb,
6/10/2025,Washington Street and Point Happy Way,wb,
6/11/2025,Washington Street and Point Happy Way,wb,
6/12/2025,Washington Street and Point Happy Way,wb,
6/13/2025,Washington Street and Point Happy Way,wb,
6/14/2025,Washington Street and Point Happy Way,wb,
6/15/2025,Washington Street and Point Happy Way,wb,
6/16/2025,Washington Street and Point Happy Way,wb,
6/17/2025,Washington Street and Point Happy Way,wb,3
6/18/2025,Washington Street and Point Happy Way,wb,24
6/19/2025,Washington Street and Point Happy Way,wb,11
6/20/2025,Washington Street and Point Happy Way,wb,17
6/21/2025,Washington Street and Point Happy Way,wb,24
6/22/2025,Washington Street and Point Happy Way,wb,19
6/23/2025,Washington Street and Point Happy Way,wb,26
6/24/2025,Washington Street and Point Happy Way,wb,37
6/25/2025,Washington Street and Point Happy Way,wb,47
6/26/2025,Washington Street and Point Happy Way,wb,45
6/27/2025,Washington Street and Point Happy Way,wb,37
6/28/2025,Washington Street and Point Happy Way,wb,60
6/29/2025,Washington Street and Point Happy Way,wb,41
6/30/2025,Washington Street and Point Happy Way,wb,54
6/1/2025,Washington Street and Point Happy Way,eb,
6/2/2025,Washington Street and Point Happy Way,eb,
6/3/2025,Washington Street and Point Happy Way,eb,
6/4/2025,Washington Street and Point Happy Way,eb,
6/5/2025,Washington Street and Point Happy Way,eb,
6/6/2025,Washington Street and Point Happy Way,eb,
6/7/2025,Washington Street and Point Happy Way,eb,
6/8/2025,Washington Street and Point Happy Way,eb,
6/9/2025,Washington Street and Point Happy Way,eb,
6/10/2025,Washington Street and Point Happy Way,eb,
6/11/2025,Washington Street and Point Happy Way,eb,
6/12/2025,Washington Street and Point Happy Way,eb,
6/13/2025,Washington Street and Point Happy Way,eb,
6/14/2025,Washington Street and Point Happy Way,eb,
6/15/2025,Washington Street and Point Happy Way,eb,
6/16/2025,Washington Street and Point Happy Way,eb,
6/17/2025,Washington Street and Point Happy Way,eb,0
6/18/2025,Washington Street and Point Happy Way,eb,0
6/19/2025,Washington Street and Point Happy Way,eb,1
6/20/2025,Washington Street and Point Happy Way,eb,3
6/21/2025,Washington Street and Point Happy Way,eb,0
6/22/2025,Washington Street and Point Happy Way,eb,0
6/23/2025,Washington Street and Point Happy Way,eb,0
6/24/2025,Washington Street and Point Happy Way,eb,3
6/25/2025,Washington Street and Point Happy Way,eb,6
6/26/2025,Washington Street and Point Happy Way,eb,4
6/27/2025,Washington Street and Point Happy Way,eb,8
6/28/2025,Washington Street and Point Happy Way,eb,3
6/29/2025,Washington Street and Point Happy Way,eb,3
6/30/2025,Washington Street and Point Happy Way,eb,9
